Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
NEGRO MARQUINA,"ZELETA, S.L.",VIZCAYA,Otorgado,C.Exp.Derivada,00,12668,MAM,45.0,H,C
NEGRO MARQUINA,"CANTERAS OLASPE, S.L.",VIZCAYA,Otorgado,C.Exp.Derivada,00,12690,MAM,17.337,H,C
NEGRO VILLAR,PIZARRAS VILLAR DEL REY S.L.,BADAJOZ,Otorgado,C.Exp.Derivada,10,12466,PIZ,177.81,H,C
NEKE NEKE,,ASTURIAS,Caducado,C.Exp.Derivada,00,17772,,30.0,H,D
NELIDA,Caolines del Narcea S.L.,ASTURIAS,Otorgado,C.Exp.Derivada,00,29289,CAN,148.0,H,C
NELLY,"ASOCIACION MINERA, S.A.",LEON,Otorgado,C.Exp.Derivada,00,8750,CBN,5.0077,H,D
NELSON,"SDAD. M.M. PEÑARROYA ESPAÑA S.A. (EN LIQUIDACION), SOCIEDAD LA ALTERNATIVA",MURCIA,Otorgado,C.Exp.Directa,00,12084,PB,6.0,H,C
NELSON,"INDUSTRIA DE TRANSFORMACIONES, S.A",TERUEL,Trámite/otorgamiento,P.Investigación,00,6486,ARC,16.0,C,C
NEPOMUCENO-1,"LIGNITOS DE MEIRAMA, S.A.",SALAMANCA,Caducado,P.Investigación,01,6514,"ASI, TOC",57.8631,C,C
NEPOMUCENO-2,"LIGNITOS DE MEIRAMA, S.A.",SALAMANCA,Caducado,P.Investigación,02,6514,"TOC, ASI",144.6694,C,C
NEPOMUCENO-3,"LIGNITOS DE MEIRAMA, S.A.",SALAMANCA,Caducado,P.Investigación,03,6514,"TOC, ASI",202.5546,C,C
NEPTUNO,"EXPLOTACIONES RÍO DE AGUAS,S.L. (ANTES EXPLOTACION",ALMERIA,Autorizado,Sec. A),00,798,PUZ,4.3,H,A
NEPTUNO,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,1251,HUL,33.0,H,D
NEREA 2,"CONTRAYER, S.L",ZARAGOZA,Cancelado,C.Exp.Directa,00,3226,GRV,38.0,C,C
NEREI,,MADRID,Cancelado,P.Investigación,10,3170,,29.0,H,C
NERI,,ASTURIAS,Caducado,C.Exp.Derivada,00,24007,,50.0,H,D
NERON,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Trámite/otorgamiento,C.Exp.Derivada,10,855,,36.0008,H,D
NERVA,"COSENTINO, S.A.",CACERES,Otorgado,P.Investigación,00,10284,TOC,584.67,H,C
NERVA,"ORILLUM, SLU",SALAMANCA,Trámite/otorgamiento,P.Investigación,00,6878,TOC,2046.1087,C,C
NERVION,Caolines del Narcea S.L.,ASTURIAS,Otorgado,C.Exp.Derivada,00,28978,CAN,149.0,H,C
NESTOR,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Otorgado,C.Exp.Derivada,00,2841,CBN,3.9998,H,D
NETA,SOCIEDAD WILLIAM BAIRS MINING COMPANY LIMITED,SEVILLA,Otorgado,C.Exp.Directa,00,1806,FE,12.0,H,C
NETOMA,"LEITOSA, S.A.U.",LA CORUÑA,Otorgado,C.Exp.Directa,00,1600,"W  , SN",80.32,H,C
NETOMA,"LEITOSA, S.A.U.",LA CORUÑA,Trámite/otorgamiento,C.Exp.Directa,02,1600,"SN , W",80.32,H,C
NEUTRALIDAD 3,"JUAN BAUTISTA , GARCIA  LOSA",LEON,Otorgado,C.Exp.Derivada,00,5943,CBN,82.091,H,D
NEVADA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,18277,HUL,14.0,H,D
NEVADA,"A.I. ABRA INDUSTRIAL, S.A.",VIZCAYA,Caducado,C.Exp.Derivada,00,7127,FE,11.0,H,C
NEVAL,"MINERALES ARCHIVEL, S.A.",MURCIA,Autorizado,A.Min/Termal,00,22267,AGM,2.0,H,B
NEVOSA,"EXCAVACIONES HERMANOS VARELA, S.A.",ORENSE,Otorgado,P.Investigación,00,4583,TOC,17.0,C,C
NEVOSA,"EXCAVACIONES HERMANOS VARELA, S.A.",ORENSE,Trámite/otorgamiento,C.Exp.Derivada,01,4583,GRT,4.0,C,C
NICANOR,MINAS DE FABERO S.A,LEON,Caducado,C.Exp.Derivada,00,6311,CBN,38.05,H,D
NICANOR 2,MINAS DE FABERO S.A,LEON,Otorgado,C.Exp.Derivada,00,7133,CBN,15.0223,H,D
NICOLAS,"NICOLÁS , APORTA ALONSO",MADRID,Cancelado,P.Investigación,10,3172,,5.0,H,C
NICOLÁS,"COMPAÑÍA ANDALUZA DE MINAS, S.A.",GRANADA,Otorgado,C.Exp.Directa,00,24673,FE,280.0,H,C
NICOLASA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,01,108,HUL,50.31,H,D
NIDO DEL AGUILA,LOS MORENOS DE LA TEJERA S.L.,MURCIA,Autorizado,Sec. A),00,1210,GRV,7.0,H,A
NIDO DEL AGUILA,LOS MORENOS DE LA TEJERA S.L.,MURCIA,Trámite/otorgamiento,C.Exp.Directa,00,22327,GRV,5.0,C,C
NIDO DEL GRAJO,"OBRAS Y PROYECTOS GARPI, S.A.",MADRID,Trámite/otorgamiento,P.Investigación,10,3279,,30.0,H,C
NIEBLA,"MINAS VOLCAN, S.A.",MURCIA,Caducado,P.Investigación,00,21562,TOC,7.0,C,C
NIEVA,"CALIZAS NIEVA SA, RUBEN CABRERO CAMARA",LA RIOJA,Autorizado,Sec. A),00,199,CAL,0.5,H,A
NIEVES,U.E.R.T.,BARCELONA,Caducado,C.Exp.Derivada,00,1891,SAP,6.0,H,C
NIEVES,"JOSE Mª, ARIAS  FEIJOO",LEON,Caducado,P.Investigación,00,14311,CAR,587.3455,C,D
NIEVES,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,2256,CBN,12.0005,H,D
NIEVES,"HROS DE MARCELO, GONZALEZ  GARCIA",LEON,Otorgado,C.Exp.Derivada,00,8369,CBN,5.0011,H,D
NIEVES,"CARBONES DEL NALON, S.A.",LEON,Otorgado,C.Exp.Derivada,00,12976,"GAL, CAL, BLE",748.5568,H,C
NIEVES,"HANSON HISPANIA, S.A.",MADRID,Cancelado,P.Investigación,10,3263,,29.0,H,C
NIEVES,"READYMIX ASLAND, S.A.",CANTABRIA,Otorgado,C.Exp.Directa,00,15805,BAI,36.0,H,C
NIEVES,"IBERICA DE SALES, S.A.",ZARAGOZA,Cancelado,P.Investigación,00,3520,SAG,264.0,C,C
NIEVES,"IBERICA DE SALES, S.A.",ZARAGOZA,Trámite/otorgamiento,P.Investigación,00,3522,SAG,233.0,C,C
NIEVES 2,"CARBONES DEL NALON, S.A.",LEON,Otorgado,C.Exp.Derivada,00,13016,"GAL, CAL, BLE",300.4324,H,C
NIEVES II,"READYMIX ASLAND, S.A.",CANTABRIA,Otorgado,C.Exp.Directa,00,15879,BAI,23.0,H,C
NIEVES II-DEMASÍA A,"READYMIX ASLAND, S.A.",CANTABRIA,Otorgado,C.Exp.Derivada,01,15879,BAI,19.5,H,C
NIEVES-DEMASIA A,"READYMIX ASLAND, S.A., MINAS NIEVES, S.L",CANTABRIA,Otorgado,C.Exp.Directa,02,15805,BAI,67.3,H,C
NILITA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4410,CBN,17.017,H,D
NINA,"CANTERAS EXTREMEÑAS, S.L.",CACERES,Otorgado,C.Exp.Derivada,10,9344,GRT,355.08,H,C
NINFA,"HROS DE DELFIN , VEGA  CAMPAZAS",LEON,Otorgado,C.Exp.Derivada,00,10493,CBN,74.0909,H,D
NINFA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,3965,HUL,24.0,H,D
NIÑODAGUIA,"CERÁMICA XUNQUEIRA, S.A.",ORENSE,Autorizado,Sec. A),00,125,ARC,10.1643,H,A
NIRVANA,JULIA ARIÑO ZAPATER,TERUEL,Otorgado,C.Exp.Directa,00,4806,CAN,15.0,H,C
NO LO NECESITO,"ERCROS, S.A.",CACERES,Otorgado,C.Exp.Derivada,00,739,FOS,4.01,H,C
NO TE ESCAPES,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,918,HUL,30.0,H,D
NOBEL,"SÜD CHEMIE IBERIA S.L. (ANTES SÜD CHEMIE ESPAÑA S., CLARIANT IBÉRICA PRODUCCIÓN, S.A.U.",ALMERIA,Otorgado,C.Exp.Directa,00,37932,ARC,1309.0,H,C
NOBLEZA,PASCUAL TOMAS LOPEZ,MURCIA,Otorgado,C.Exp.Derivada,02,21594,MAM,4.0,C,C
NOCEDA,"CONTRATAS MINERAS  MAIJOR, S.L.",LEON,Trámite/autorización,Sec. A),00,361,"GRV, ARN",17.0177,H,A
NOCHE,"GRANICAL MARMA, S.L.",AVILA,Otorgado,C.Exp.Derivada,10,963,GRT,727.6485,C,C
NOEL,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,11454,"ZN , AU , CU , AG",10.0,H,C
NOELIA,"SULFATOS DE LA RIBERA, S.A.",LA RIOJA,Caducado,P.Investigación,00,3411,YES,454.0,H,C
NOELIA,"FRANCISCO JAVIER IZQUIERDO JOVE, SULFATOS DE LA RIBERA, S.A.",LA RIOJA,Otorgado,C.Exp.Derivada,01,3411,YES,113.0,H,C
NOELIA 1B,"LAURENTINO INCIERTE LOPEZ, HILAYES, S/L",LA RIOJA,Otorgado,C.Exp.Derivada,23,3454,YES,28.0,H,C
NOELIA 2B,"LAURENTINO INCIERTE LOPEZ, HILAYES, S/L",LA RIOJA,Otorgado,C.Exp.Derivada,22,3454,YES,85.0,H,C
NOELIA A,"HILAYES, S/L, ROBERTO VIDAL EGUILUZ",LA RIOJA,Caducado,P.Investigación,01,3454,YES,113.0,H,C
NOELIA B,"JAVIER RUIZ ECHEVARRIA, HILAYES, S/L",LA RIOJA,Caducado,P.Investigación,22,3454,YES,85.0,H,C
NOGAREJAS,"NEMESIO , PEIQUE  CARRACEDO",LEON,Otorgado,P.Investigación,00,14598,,877.9468,C,C
NOGUEIRA DE RAMUÍN,PROMOTORA DE RECURSOS NATURALES S.A.,LUGO,Caducado,P.Exploración,00,5450,TOC,720.0,C,C
NOGUERA,"AYUNTAMIENTO DE MACAEL, JOSÉ FERNÁNDEZ MARTÍNEZ",ALMERIA,Trámite/otorgamiento,C.Exp.Directa,00,262,MAM,5.06,H,C
NOGUERAS,MINAS DE LA ALCARRIA SL   (MINALCA),GUADALAJARA,Caducado,C.Exp.Directa,00,2394,SEP,2.0,C,C
NOGUERAS,"CANTERAS NOGUERAS, S.L.",ZARAGOZA,Caducado,Sec. A),00,310,CAL,11.0,H,A
NOGUERASAL,"SALINAS DE LA NOGUERA, S.L.",LERIDA,Trámite/otorgamiento,P.Investigación,00,10148,SAL,50.0,C,C
NOGUERASAL II,"SALINAS DE LA NOGUERA, S.L.",LERIDA,Trámite/otorgamiento,P.Investigación,00,10222,CAN,37.0,C,C
NOGUERUELAS,"VILLAGRASA, S.L",TERUEL,Trámite/otorgamiento,C.Exp.Derivada,00,5998,ARC,5.0,C,C
NOMBRADA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,72,HUL,11.6,H,D
NOMBREVILLA,"ENDESA GENERACION, S.A.",ZARAGOZA,Trámite de concurso,P.Investigación,00,2538,CBN,297.0,C,D
NORIA GIL II,"SDAD COOPERATIVA NUESTRA SEÑORA DE LAS NIEVES, S.L",ALBACETE,Autorizado,Sec. A),00,648,ARC,1.04,H,A
NORILSK I,"MINEIRA DE CORCOESTO, S.L. (ANTES RIO NARCEA GOLD",BADAJOZ,Otorgado,P.Investigación,10,12531,"SN , TE , BI , SB , AG , PT , CU , HG , NI , PA , PB , MO , TA , ZN , AU , W  , AS",109.0,C,C
NORILSK-I,"MINEIRA DE CORCOESTO, S.L.",BADAJOZ,Caducado,P.Investigación,00,12531,TOC,3286.26,H,C
NORINA,"ARENAS CASTILLA LA MANCHA, S.L., AQUILINO TOBOSO OLIVARES (ITM)",ALBACETE,Autorizado,Sec. A),00,71,"ARC, ARN",8.06,H,A
NORMA,,LUGO,Caducado,C.Exp.Directa,00,3603,FE,40.0,H,C
NORMANDA,"MINAS Y FERROCARRIL DE UTRILLAS, S.A",TERUEL,Otorgado,C.Exp.Directa,00,637,CBN,5.0,H,D
NOS VEREMOS,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,8444,CBN,14.0204,H,D
NOS VEREMOS,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,4529,HUL,6.0,H,D
NOVA ESPAÑA,"ANTONIO , ÁREAS  ALONSO",SALAMANCA,Trámite/otorgamiento,P.Investigación,20,6758,TOC,1736.7047,C,C
NOVAL,"CEMEX ESPAÑA, S.A.",ASTURIAS,Trámite/otorgamiento,P.Investigación,00,30816,FLU,3.0,C,C
NOVALES,"ARIDOS BOIRIA, S.L.",HUESCA,Autorizado,Sec. A),00,237,GRV,1.43,H,A
NOVELDA,"CLASIFICADOS DEL GUADIANA, S.L.",BADAJOZ,Trámite de caducidad,Sec. A),00,704,ARN,29.12,H,A
NOVENA,"ENDESA GENERACIÓN, SA",LA CORUÑA,Otorgado,C.Exp.Directa,00,1388,LIG,48.0,H,D
NOVENA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,12335,HUL,7.0,H,D
NOVIEMBRE,"CIRCONITA, S.L., SILICES VALONDO, S.L.",GUADALAJARA,Caducado,P.Investigación,00,2528,SIL,78.0,C,C
NOVIEMBRE,,ASTURIAS,Caducado,C.Exp.Derivada,00,16184,,6.0,H,D
NOVILLERO,JOSEFA JIMÉNEZ GARCÍA,BADAJOZ,Trámite/otorgamiento,Sec. A),00,947,ARN,3.31,H,A
NOVILLERO,"CATRASUR, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1481,"CAL, DOA",95.0,C,C
NOVILLEROS ATALFAR,"TRANSPORTES Y EXCAVACIONES EL CURRETE, S.L.",BADAJOZ,Otorgado,Sec. A),00,845,ARN,11.02,H,A
NOVÍSIMO,FUNDACIÓN BALNEARIO DE CORTEGADA,ORENSE,Trámite/autorización,A.Min/Termal,00,88,AMM,0.0,H,B
NTRA SRA DE BONANOVA,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Trámite/otorgamiento,C.Exp.Derivada,00,3170,CBN,20.0,H,D
NTRA SRA DE GUADALUPE,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3310,CBN,555.1,H,D
NTRA SRA DE LA ASUNCION,"JOSE LUIS, POZO  SORIANO",LEON,Caducado,C.Exp.Derivada,00,11524,CBN,143.9633,H,D
NTRA SRA DE LA CINTA,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3321,CBN,428.3,H,D
NTRA SRA DE LA ESPERANZA,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3297,CBN,44.0,H,D
NTRA SRA DE LA MACARENA,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3308,CBN,10.0,H,D
NTRA SRA DE LA MISERICOR,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3322,CBN,389.8,H,D
NTRA SRA DE LA SOLEDAD,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,1616,CBN,63.9767,H,D
NTRA SRA DE LORETO,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3474,CBN,14.0,H,D
NTRA SRA DE MONTSERRAT,"UNION MINERA EBRO SEGRE, S.A",LERIDA,Otorgado,C.Exp.Derivada,00,3267,LIN,140.0,H,D
NTRA SRA DEL CARMEN,FREIXER MACIA,ZARAGOZA,Trámite de concurso,C.Exp.Directa,00,2011,CBN,107.0,H,D
NTRA SRA DEL PILAR,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,1615,CBN,15.0019,H,D
NTRA SRA DEL PILAR,"MINAS Y FERROCARRIL DE UTRILLAS, S.A",TERUEL,Otorgado,C.Exp.Directa,00,439,CBN,60.0,H,D
NTRA SRA DEL PILAR,SAMCA,TERUEL,Otorgado,C.Exp.Directa,00,4115,CBN,354.0,H,D
NTRA SRA DEL PILAR,SAMCA,TERUEL,Otorgado,C.Exp.Directa,00,4236,CBN,12.0,H,D
NTRA SRA DEL PILAR,"ENDESA DISTRIBUCION ELECTRICA, S.L.",ZARAGOZA,Trámite de concurso,C.Exp.Directa,00,1956,CBN,127.0,H,D
NTRA SRA DEL ROSARIO,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,1613,CBN,63.0043,H,D
NTRA SRA DEL TREMEDAL,"ENDESA,S.A",TERUEL,Otorgado,C.Exp.Directa,00,4460,CBN,420.0,H,D
NTRA SRA DESAMPARADOS,"CARBONIFERA DEL EBRO, S.A.",LERIDA,Otorgado,C.Exp.Derivada,00,3317,CBN,315.7,H,D
NTRA. SRA. DE LAS MERCEDES,"UNIÓN SALINERA DE ESPAÑA, S.A.",CADIZ,Trámite/decl-recurso,A.Min/Termal,00,5015,,0.0,H,B
NUBLOS,"PEDROCHES, S.A.",CORDOBA,Trámite/decl-recurso,Sec. A),00,1310,CAL,43.56,H,A
NÚCLEO JA-3,CONSYPROAN S.L.,CADIZ,Autorizado,Sec. A),00,139,"GRV, ARN",6.5,H,A
NUENO,FCC CONSTRUCCIONES SA,HUESCA,Trámite/decl-recurso,Sec. A),00,50141,"GRV, ARN",1.28,H,A
NUESTRA SEÑORA ALBÓNIGA,"BASAZURI, S.L.",LUGO,Otorgado,C.Exp.Derivada,00,3912,CAN,35.0,H,C
NUESTRA SEÑORA DE BEGOÑA,"BASAZURI, S.L.",LUGO,Otorgado,C.Exp.Derivada,00,3924,CAN,24.0,H,C
NUESTRA SEÑORA DE BELEN,COOPERATIVA NUESTRA SEÑORA DE BELEN,BADAJOZ,Otorgado,C.Exp.Directa,00,12449,ARR,149.02,H,C
NUESTRA SEÑORA DE BOTOA,"GRANITOS DE BADAJOZ, S.A.",BADAJOZ,Trámite de caducidad,C.Exp.Directa,00,10480,GRT,24.04,H,C
NUESTRA SEÑORA DE GRACIA,"GRACICERÁMICA, S.L.",GRANADA,Autorizado,Sec. A),00,45,ARC,5.0,H,A
NUESTRA SEÑORA DE ITZIAR,"SILICATOS MINERALES, S.L.",LUGO,Caducado,C.Exp.Derivada,00,4892,BAI,75.0,H,C
"NUESTRA SEÑORA DE L""AVELLÀ",AYUNTAMIENTO DE CATI,CASTELLON,Trámite/autorización,A.Min/Termal,00,9,"AGM, AMM",0.5,H,B
NUESTRA SEÑORA DE LA ANTIGUA,FRANCISCO PÉREZ CAÑADILLA,CORDOBA,Otorgado,C.Exp.Derivada,00,10487,SAG,10.0,H,C
NUESTRA SEÑORA DE LA AURORA,FRANCISCO MUÑÓZ VELA,SEVILLA,Trámite/decl-recurso,Sec. A),00,329,,36.0,H,A
NUESTRA SEÑORA DE LA BLANCA,"UNIÓN FENOSA, S.A.",ASTURIAS,Caducado,C.Exp.Derivada,00,24785,ANR,19.0,H,D
NUESTRA SEÑORA DE LA ESPERANZA,ADOLFO LOPERA PACHECO,CORDOBA,Otorgado,C.Exp.Derivada,00,11669,SAG,21.0,H,C
NUESTRA SEÑORA DE LA MERCED,"CERÁMICA PEDROSO, S.L.",LA CORUÑA,Otorgado,C.Exp.Derivada,00,5199,"ARC, CAN",247.0,H,C
NUESTRA SEÑORA DE LINAREJOS,"DOLORES CAMACHO PADILLA, CERÁMICA NUESTRA SEÑORA DE LINAREJOS",MALAGA,Autorizado,Sec. A),00,75,ARC,4.5,H,A
NUESTRA SEÑORA DE LINARES,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,359,HUL,30.0,H,D
NUESTRA SEÑORA DE LOS ANGELES,"BALNEARIO DO TREMO, S.L.",LA CORUÑA,Autorizado,A.Min/Termal,00,501,AMM,1889.151,H,B
NUESTRA SEÑORA DE LOS ANGELES,MONTAÑERA S.A.,MURCIA,Otorgado,C.Exp.Directa,00,7221,"PB , ZN",9.0,H,C
NUESTRA SEÑORA DE LOS REMEDIOS,"HUMANES GUILLÉN EUROSAL, S.L.",CORDOBA,Otorgado,C.Exp.Derivada,00,11705,SAG,69.0,H,C
NUESTRA SEÑORA DE LOS REMEDIOS,"MARTÍNEZ VINUESA, S.L. (ANTES MARTÍNEZ VINUESA C.B",JAEN,Autorizado,Sec. A),00,67701,"GRV, ARN",9.8,H,A
NUESTRA SEÑORA DE LOURDES,"AGROPECUARIA NUESTRA SEÑORA DE LOURDES, S.L.",TOLEDO,Autorizado,Sec. A),00,584,"GRV, ARN",114.4634,H,A
NUESTRA SEÑORA DE PASTORIZA,"ARENAS Y GRAVAS, S.L.",LA CORUÑA,Trámite de concurso,C.Exp.Derivada,01,6615,GRT,6.0,C,C
NUESTRA SEÑORA DE SOPETRÁN,"ARYPEX, S.L.",CACERES,Caducado,C.Exp.Directa,00,8466,"W  , SN",31.09,H,C
NUESTRA SEÑORA DEL BUEN CONSEJO,FRANCISCO JAVIER MACHADO BALDASANO,JAEN,Trámite/decl-recurso,A.Min/Termal,00,21,,0.0,H,B
NUESTRA SEÑORA DEL CARMEN,MINAS DE PAYMOGO S.A.,HUELVA,Otorgado,C.Exp.Directa,00,7334,CU,43.0,H,C
NUESTRA SEÑORA DEL CASTILLO,"HEFRAN, S.A.",CADIZ,Trámite/autorización,C.Exp.Derivada,00,1116,TRP,16.0,H,C
NUESTRA SEÑORA DEL PILAR,PILAR OSET ALBALAT Y OTROS,CASTELLON,Otorgado,C.Exp.Directa,00,2499,ASI,4.0,C,C
NUESTRA SEÑORA DEL PILAR,,ORENSE,Trámite de concurso,C.Exp.Derivada,00,3179,SN,33.0,H,C
NUESTRA SEÑORA DEL PILAR 2,,ORENSE,Trámite de concurso,C.Exp.Derivada,00,3219,SN,36.0,H,C
NUESTRA SEÑORA DEL ROSARIO,JOSÉ LUIS FRANCO MARTÍNEZ,ALMERIA,Trámite/autorización,P.Investigación,00,40426,TOC,30.0,C,C
NUESTRA SEÑORA DEL ROSARIO,"BYK ADDITIVES SPAIN, S.L. (ANTES ROCKWOOD INDUSTRI",ALMERIA,Trámite/autorización,C.Exp.Directa,00,37875,"BEN, ARC",45.0,H,C
NUESTRA SEÑORA DEL ROSARIO,"MANUEL BERTOS, S.L.",GRANADA,Autorizado,Sec. A),00,135,ARC,3.82,H,A
NUESTRA SEÑORA DEL ROSARIO,"MANGANESOS DE SOLOVIEJO, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,32,MN,2.0,H,C
NUESTRA SEÑORA DEL VALLE,"Fluoritas Asturianas S.L.  ???, MINERSA",ASTURIAS,Otorgado,C.Exp.Derivada,00,24247,FE,19.0,H,C
NUESTRA SRA. DEL ROCÍO,"PROASAL, SALINERA DE ANDALUCÍA, S.L.",CADIZ,Autorizado,A.Min/Termal,00,5001,,700.0,H,B
NUEVA,SOCIEDAD MINERA DE VILLAODRID,LUGO,Caducado,C.Exp.Directa,00,3034,FE,85.0,H,C
NUEVA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,1077,HUL,50.31,H,D
NUEVA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,9148,HUL,7.0,H,D
NUEVA 2,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,4368,CBN,39.0234,H,D
NUEVA 3,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,4524,CBN,15.0092,H,D
NUEVA AMP A PENSILVANIA,"SIMON GARCIA E HIJOS, S. A.",LEON,Caducado,C.Exp.Derivada,00,9234,CBN,20.0305,H,D
NUEVA AMPLIACIÓN,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,00,5552,"CUA, PIZ, CAN",1.0,C,C
NUEVA AMPLIACIÓN A CAMPAÑA,"NOVO Y SIERRA, S.A.",PONTEVEDRA,Trámite de concurso,P.Investigación,00,2659,"ARC, CAN",15.0,C,C
NUEVA AMPLIACIÓN A CAMPAÑA,"NOVO Y SIERRA, S.A.",PONTEVEDRA,Trámite de concurso,P.Investigación,02,2659,"ARC, CAN",15.0,C,C
NUEVA AMPLIACIÓN A CAMPAÑA,"NOVO Y SIERRA, S.A.",PONTEVEDRA,Caducado,P.Investigación,03,2659,"ARC, CAN",15.0,C,C
NUEVA AMPLIACIÓN A CAMPAÑA,"NOVO Y SIERRA, S.A.",PONTEVEDRA,Caducado,C.Exp.Derivada,00,2659,"ARC, CAN",5.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN CUARTA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,04,5552,"PIZ, CUA, CAN",4.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN QUINTA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,05,5552,"PIZ, CAN, CUA",6.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN SEGUNDA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,02,5552,"PIZ, CAN, CUA",16.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN SÉPTIMA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,07,5552,"CUA, PIZ, CAN",1.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN SEXTA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,06,5552,"PIZ, CAN, CUA",6.0,C,C
NUEVA AMPLIACIÓN FRACCIÓN TERCERA,"CUIÑA, S.A.",LUGO,Caducado,P.Investigación,03,5552,"PIZ, CAN, CUA",1.0,C,C
NUEVA ARENISCA,"WHITE STONE QUARRY, S.L.",ALBACETE,Trámite/otorgamiento,C.Exp.Directa,00,1913,ROR,4.0,C,C
NUEVA AURORA,,ASTURIAS,Caducado,C.Exp.Derivada,00,4332,,83.0,H,D
NUEVA BARCELONESA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,559,HUL,25.15,H,D
NUEVA BARRABASA,"ENDESA,S.A",TERUEL,Otorgado,C.Exp.Directa,00,4422,CBN,800.0,H,D
NUEVA CANTALICIA,"COMERCIAL GARCÍA MUNTÉ, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,1876,HUL,15.0,H,D
NUEVA CARDONA,U.E.R.T.,BARCELONA,Caducado,C.Exp.Derivada,00,1760,SAP,10.0,H,C
NUEVA CARDONA,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1948,POT,1164.9,H,C
NUEVA CARDONA 2,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1949,POT,1668.3,H,C
NUEVA CARDONA 3,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2343,POT,743.6,H,C
NUEVA CARDONA 3,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2346,POT,107.0,H,C
NUEVA CARDONA 5,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1961,POT,263.2,H,C
NUEVA CARDONA 7,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1976,POT,247.1,H,C
NUEVA CARDONA 8,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,1979,POT,145.1,H,C
NUEVA CARDONA II,U.E.R.T.,BARCELONA,Caducado,C.Exp.Derivada,00,1910,SAP,215.0,H,C
