Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
2 D A EUGENIO 6,MINAS E INDUSTRIAS LEONESAS S.A,LEON,Otorgado,C.Exp.Derivada,20,9129,CBN,4.3674,H,D
2 D A FAVORITA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,9946,CBN,3.4129,H,D
2 D A FCA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,2913,CBN,6.888,H,D
2 D A HERMINIA,HULLERA OESTE DE SABERO S.A,LEON,Otorgado,C.Exp.Derivada,00,5479,CBN,4.9838,H,D
2 D A ILUMINADA,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,00,10490,CBN,0.9828,H,D
2 D A JOSE,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,10619,CBN,3.7904,H,D
2 D A JOSE FERNANDO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,6610,CBN,3.3114,H,D
2 D A JOSE FERNANDO 2,,LEON,Otorgado,C.Exp.Derivada,00,6531,CBN,7.3538,H,D
2 D A JOSEFITA,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,9346,CBN,3.4246,H,D
2 D A JULIA Y TERESA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4813,CBN,12.2016,H,D
2 D A JULITA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,8977,CBN,8.0063,H,D
2 D A LA BUIRIZA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,6126,CBN,1.7959,H,D
2 D A LA CONCESION N 18,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,10568,CBN,8.9206,H,D
2 D A LA ESCONDIDA,HIJOS DE BALDOMERO GARCIA S.A,LEON,Otorgado,C.Exp.Derivada,00,6728,CBN,18.0311,H,D
2 D A LA GRANDE,ANTRACITAS DEL BIERZO S.L,LEON,Otorgado,C.Exp.Derivada,20,8498,CBN,289.0755,H,D
2 D A LA PERLA,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Otorgado,C.Exp.Derivada,00,6159,CBN,3.4011,H,D
2 D A LA RIVA,"JOSE , GARCIA  RODRIGUEZ",LEON,Otorgado,C.Exp.Derivada,00,8699,CBN,9.155,H,D
2 D A LA SORDA,HULLERA OESTE DE SABERO S.A,LEON,Caducado,C.Exp.Derivada,00,6650,CBN,0.3696,H,D
2 D A LABERINTO,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,10110,CBN,2.973,H,D
2 D A LILLO LUMERAS,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,8372,CBN,4.6067,H,D
2 D A LILLO LUMERAS 2,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,8373,CBN,10.958,H,D
2 D A MANCHEGA,JUNTA ESPAÑOLA DE MINERIA S.A.,CIUDAD REAL,Caducado,C.Exp.Directa,00,8209,CBN,29.0,H,D
2 D A MANOLO,"FLORENTINO , GARCIA  GONZALEZ",LEON,Otorgado,C.Exp.Derivada,00,5627,CBN,12.8082,H,D
2 D A MARCELINA 2,CARBONES ARLANZA SL,LEON,Otorgado,C.Exp.Derivada,20,7931,CBN,6.0076,H,D
2 D A MARIA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,5717,CBN,24.8388,H,D
2 D A MARIA 10,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,5681,CBN,5.9384,H,D
2 D A MARIA 4,HULLERA OESTE DE SABERO S.A,LEON,Caducado,C.Exp.Derivada,00,2118,CBN,2.9296,H,D
2 D A MARIA DEL CONSUELO,"JOSE , MENDEZ  ESNAL",LEON,Otorgado,C.Exp.Derivada,00,9901,CBN,0.2884,H,D
2 D A MARIA DEL ROSARIO,"LUIS , FERNANDEZ SILVAN",LEON,Otorgado,C.Exp.Derivada,20,10867,CBN,3.106,H,D
2 D A MARIA NOVENA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,6965,CBN,6.0686,H,D
2 D A MARIATE 1,HULLERA OESTE DE SABERO S.A,LEON,Caducado,C.Exp.Derivada,20,11252,CBN,15.3405,H,D
2 D A MARTIN,"MINERA MARTIN AZNAR, S.A",TERUEL,Otorgado,C.Exp.Directa,00,3988,CBN,1.0,H,D
2 D A MINA EDITA,"DIONISIO , GONZALEZ LOPEZ",LEON,Otorgado,C.Exp.Derivada,20,13308,CBN,11.8323,H,D
2 D A MOLSOSA,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2725,POT,6.6,H,C
2 D A NEUTRALIDAD 3,"JUAN BAUTISTA , GARCIA  LOSA",LEON,Otorgado,C.Exp.Derivada,00,7494,CBN,2.8418,H,D
2 D A NUEVA CARDONA 3,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,2420,POT,39.2,H,C
2 D A NUEVA JULIA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4817,CBN,10.9617,H,D
2 D A NUEVA MANUELA,CARBONES SAN ANTONIO S.L,LEON,Caducado,C.Exp.Derivada,20,9850,CBN,8.7102,H,D
2 D A NUEVA TERESA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4825,CBN,11.1843,H,D
2 D A NUEVO CURRILLO,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,02,9890,CBN,2.7163,H,D
2 D A NURIA I,IBERPOTASH (CENTRO SURIA),BARCELONA,Otorgado,C.Exp.Derivada,00,2532,POT,12.7,H,C
2 D A PASTORA,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,00,3890,CBN,8.0935,H,D
2 D A PAULINA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,6069,CBN,5.8385,H,D
2 D A PEÑARROSA 2,,LEON,Otorgado,C.Exp.Derivada,00,7039,CBN,4.9064,H,D
2 D A PEÑARROSA 4,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,7550,CBN,19.0188,H,D
2 D A PEPITA,"UNION MINERA DEL NORTE, S.A",LEON,Trámite/otorgamiento,C.Exp.Derivada,10,2818,CBN,4.3701,H,D
2 D A PERLITA,"UNION MINERA DEL NORTE, S.A",LEON,Caducado,C.Exp.Derivada,20,5302,CBN,2.1413,H,D
2 D A PETRONILA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4823,CBN,8.0108,H,D
2 D A PILAR ALFONSO,ANTRACITAS DE BESANDE S.A,LEON,Otorgado,C.Exp.Derivada,00,9922,CBN,6.1195,H,D
2 D A PINOS,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2721,POT,21.0,H,C
2 D A PINOS,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2874,POT,4.5,H,C
2 D A PURA,ANTRACITAS DEL BOEZA S.A,LEON,Otorgado,C.Exp.Derivada,20,8765,CBN,6.3481,H,D
2 D A RAQUEL,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,20,10365,CBN,2.3045,H,D
2 D A RENUNCIACION,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,10094,CBN,99.9255,H,D
2 D A REYES,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,00,3730,CBN,3.5486,H,D
2 D A ROMULO,SAMCA,TERUEL,Otorgado,C.Exp.Directa,00,4421,CBN,3.0,H,D
2 D A S ANDRES,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,8393,CBN,5.7204,H,D
2 D A S LUIS IV,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,10828,CBN,2.8368,H,D
2 D A S NICOLAS,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,00,5535,CBN,6.221,H,D
2 D A SABERO N 7,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Otorgado,C.Exp.Derivada,00,852,CBN,4.8283,H,D
2 D A SAGRARIO,ANTRACITAS DE LA VELA S.A,LEON,Otorgado,C.Exp.Derivada,10,8337,CBN,5.1538,H,D
2 D A SAMPASALAS,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2887,POT,5.6,H,C
2 D A SEGUNDA,VIRGILIO RIESGO S.A,LEON,Caducado,C.Exp.Derivada,20,8361,CBN,4.7516,H,D
2 D A SEGUNDA NOVENA,VENCOVE S.A,LEON,Otorgado,C.Exp.Derivada,20,4751,CBN,19.7403,H,D
2 D A SELLES,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2723,POT,8.2,H,C
2 D A SELLES,IBERPOTASH (CENTRO SURIA),LERIDA,Otorgado,C.Exp.Derivada,00,2881,POT,0.7,H,C
2 D A STA CESAREA,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,00,5224,CBN,7.2806,H,D
2 D A UNION,CARBONIFERA LEONESA S.L,LEON,Otorgado,C.Exp.Derivada,00,1229,CBN,2.0249,H,D
2 D A WAGNER 1,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,1572,,1.242,H,C
2 D A WAGNER 2,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,1832,,3.7378,H,C
2 D AMP A ESPAÑA,"FRANCISCO , RAMOS  TORIBIO",LEON,Caducado,C.Exp.Derivada,02,9876,CBN,0.8989,H,D
2 D AMP A OLVIDO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,7683,CBN,6.6402,H,D
2 D AMP A SAN ANDRES,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,9538,CBN,4.252,H,D
2 D AMP PEDRAFORCA,"CARBONES PEDRAFORCA, S.A.",BARCELONA,Otorgado,C.Exp.Derivada,00,2937,CBN,4.8,H,D
2 D.A FERNANDO,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,10064,CBN,7.6914,H,D
2 D.A MARIA JESUS,CARBONES BALIN S.L,LEON,Otorgado,C.Exp.Derivada,10,10363,CBN,12.3105,H,D
2 D.A NUMERO UNO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,20,10054,CBN,0.993,H,D
2 DEM. AL COTO PAZ DE FIGAREDO,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,16176,,1.01,H,D
2 DEMASIA A AUMENTO A NALONA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,7071,HUL,3.65,H,D
2 DEMASIA A AUMENTO A SAN BLAS,Hullas Coto Quirós S.L.,ASTURIAS,Caducado,C.Exp.Derivada,00,22617,HUL,2.64,H,D
2 DEMASIA A AUMTO.A 2 SAN JUAN,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,21853,HUL,2.32,H,D
2 DEMASIA A ESCOBAL TERCERO,,ASTURIAS,Caducado,C.Exp.Derivada,00,16589,,1.7418,H,D
2 DEMASIA A ESCRIBANA SEGUNDA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,16313,HUL,2.04,H,D
2 DEMASIA A LEGALIDAD MONTAÑES,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,7564,HUL,2.55,H,D
2 DEMASIA A NUEVA ORTIGOSA,"HUNOSA, Minas de Ortigosa S.L.",ASTURIAS,Otorgado,C.Exp.Derivada,00,10044,HUL,9.43,H,D
2 DEMASIA A RINCON DE ORIELLA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,7662,HUL,2.24,H,D
2 DEMASIA A SAN FRUCTUOSO,,ASTURIAS,Caducado,C.Exp.Derivada,00,13415,,0.0,H,D
2 DEMASIA A SANTA BARBARA CUAR,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,8246,HUL,3.64,H,D
2 DEMASIA A SOLANA PRIMERA,HUNOSA,ASTURIAS,Otorgado,C.Exp.Derivada,00,16122,HUL,1.5202,H,D
2 DIANA,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,2193,CBN,20.0015,H,D
2 FRA A PROSPERA,ANTRACITAS DEL BIERZO S.L,LEON,Otorgado,C.Exp.Derivada,10,4862,CBN,11.0166,H,D
2 JULIA,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,10,2192,CBN,20.0091,H,D
2 JULIA TERESA,MINERO SIDERURGICA PONFERRADA S.A,LEON,Otorgado,C.Exp.Derivada,00,4858,CBN,170.1141,H,D
2 LAUREL,"JOAQUIN , BLANCO  GARCIA",LEON,Caducado,C.Exp.Derivada,00,8993,CBN,7.0039,H,D
2 LEONARDA,"SIMON GARCIA E HIJOS, S. A.",LEON,Caducado,C.Exp.Derivada,20,9813,CBN,10.0172,H,D
2 OLVIDADA,,LEON,Otorgado,C.Exp.Derivada,00,9878,CBN,28.0437,H,D
2 PAULINA,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,2645,CBN,180.3308,H,D
2 PINCIA,"ASOCIACION MINERA, S.A.",LEON,Otorgado,C.Exp.Derivada,00,9188,CBN,51.0677,H,D
2 S MIGUEL,EMPRESA CARBONIFERA DEL SUR S.A.,CIUDAD REAL,Otorgado,C.Exp.Directa,00,8051,CBN,28.0,H,D
2 SAGRARIO,ANTRACITAS DE LA VELA S.A,LEON,Otorgado,C.Exp.Derivada,00,8370,CBN,14.0173,H,D
2 UNIVERSO,HULLERA VASCO LEONESA S.A,LEON,Otorgado,C.Exp.Derivada,00,13653,,128.0233,H,D
2 WAGNER 3,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,12164,,134.214,H,C
2 WAGNER 4,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,12165,,162.2682,H,C
2 WAGNER 5,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,12166,,250.394,H,C
2 WAGNER 6,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,12167,,115.1777,H,C
2424 00 DEMASIA 1ª A ANITA,"UNION MINERA DEL NORTE, S.A",PALENCIA,Otorgado,C.Exp.Directa,00,2424,"CBN, TOC",5.4951,H,D
2ª  AMPLIACION SAN BERNARDO,"MINAS ALGARRA, S.L.",CUENCA,Otorgado,C.Exp.Directa,00,632,ACA,19.0,H,C
2ª  OLIVARGAS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,11421,"ZN , AU , CU , AG",17.0,H,C
2ª  SAN PEDRO,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,5065,"ZN , AU , CU , AG",12.0,H,C
2ª AMPLIAC. COTO VALLE,"ANTONIO , VALLE  MENENDEZ",LEON,Caducado,C.Exp.Derivada,00,13061,FE,224.0054,H,C
2ª AMPLIACIÓN  ORCERA IV,"ÁRIDOS ORCERA, S.L.",JAEN,Autorizado,Sec. A),00,66306,"GRV, ARN",0.86,H,A
2ª AMPLIACIÓN A 3ª CRUZADILLO,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,12762,FE,15.0,H,C
2ª AMPLIACIÓN A DIÉRESIS,"EMPRESA NACIONAL DE RESIDUOS RADIOACTIVOS (ENRESA), ANTONIO CARBONELL TRILLO-FIGUEROA",CORDOBA,Otorgado,C.Exp.Directa,00,9500,RAD,77.0,H,D
2ª AMPLIACIÓN A EL TAMUJO,"BARITA Y PLOMO, S.L. (BAYPLOM)",JAEN,Otorgado,C.Exp.Directa,00,14586,"GAL, TOC",27.0,H,C
2ª AMPLIACIÓN A LA 3ª A CRUZADILLO,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,5381,CU,4.0,H,C
2ª AMPLIACIÓN A LA PEÑA,"MINAS DE RÍO TINTO, S.A., COMPAÑÍA NACIONAL DE PIRITAS, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,12844,"PIT, FE",6.0,H,C
2ª AMPLIACIÓN A LOCARNO,"NUEVA THARSIS, S.A.L.",HUELVA,Otorgado,C.Exp.Directa,00,12713,"PIT, AU",35.0,H,C
2ª AMPLIACIÓN A PLATAS,"MINERA DE SANTA MARTA, S.A.",TOLEDO,Otorgado,C.Exp.Directa,01,3230,"GLA, THE",3852.0,H,C
2ª AMPLIACIÓN A RAMÓN,"EXPLOTACIONES CERÁMICAS ESPAÑOLAS, S.A. (ECESA)",LUGO,Otorgado,C.Exp.Derivada,00,4031,CAN,42.0,H,C
2ª AMPLIACIÓN A RIO PAS,"EXPLOTACIONES CERÁMICAS ESPAÑOLAS, S.A. (ECESA)",LUGO,Otorgado,C.Exp.Derivada,00,4885,CAN,118.0,H,C
2ª AMPLIACIÓN A SAN ANTONIO,"MANGANESOS DE SOLOVIEJO, S.A.",HUELVA,Otorgado,C.Exp.Derivada,00,13673,MN,10.0,H,C
2ª AMPLIACIÓN A SAN LUCAS,"INGEMARGA, S.A.",LUGO,Caducado,P.Investigación,00,5638,GRT,4.0,C,C
2ª AMPLIACIÓN A TEJONERA,"MINAS DE RÍO TINTO, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,11105,FE,21.0,H,C
2ª AMPLIACIÓN A VICTORINA,CARBONES ARLANZA SL,LEON,Otorgado,C.Exp.Directa,00,6050,CBN,58.149,C,D
2ª AMPLIACION A YESOS EL 50,"YESOS EL 50, S.A.",MADRID,Caducado,P.Investigación,10,3285,YES,3.0,H,C
2ª AMPLIACION A YESOS EL 50,"YESOS EL 50, S.A.",MADRID,Cancelado,C.Exp.Derivada,11,3285,YES,3.0,H,C
2ª AMPLIACION AL MARTILLO,,MADRID,Autorizado,Sec. A),00,241,"GRV, ARN",9.6265,H,A
2ª AMPLIACIÓN LA HUERTECICA,"TRANSPORTES CUCALERAS,S.A.",MURCIA,Trámite/decl-recurso,Sec. A),00,1158,CAL,3.47,H,A
2ª ANE,RIO KUMER S.L,LEON,Caducado,P.Investigación,00,13621,,160.3247,H,C
2ª AUMENTO A ALEJANDRINO,"ASTURIANA DE ZINC, S.A",CANTABRIA,Caducado,C.Exp.Directa,00,14011,FE,5.0,H,C
2ª BENILDE,"CORPORACIÓN RECURSOS IBERIA, S.A.U.",HUELVA,Trámite/otorgamiento,P.Investigación,00,14952,TOC,2.0,C,C
2ª CASTILLA,"CORPORACIÓN RECURSOS IBERIA, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,11255,FE,6.0,H,C
2ª CHAPARRITA ESPACIO FRANCO,"MINAS DE RÍO TINTO, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,12741,CU,4.19,H,C
2ª CRUZADILLO,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,3636,CU,8.0,H,C
2ª DE LOS SILOS DE CALAÑAS,"SOCIEDAD FRANCESA DE PIRITAS DE HUELVA, SOCIEDAD EUGENIO DUCLERE Y COMPAÑÍA",HUELVA,Otorgado,C.Exp.Directa,00,91,CU,8.38,H,C
2ª DEMASIA  A BALBINA 2ª,ANTRACITAS DE TORENO S.L,LEON,Otorgado,C.Exp.Directa,02,10933,CBN,14.315,C,D
2ª DEMASIA  A CALVO SOTELO,ANTRACITAS DE TORENO S.L,LEON,Trámite/otorgamiento,C.Exp.Directa,02,9744,CBN,4.6337,C,D
2ª DEMASIA  A CONCHITA,ANTRACITAS DE TORENO S.L,LEON,Otorgado,C.Exp.Directa,02,5271,CBN,2.5269,C,D
2ª DEMASIA  A MI CHATA,ANTRACITAS DE MATARROSA S.A,LEON,Otorgado,C.Exp.Directa,02,5399,CBN,1.3773,C,D
2ª DEMASIA A  AMPARO,ANTRACITAS DE MATARROSA S.A,LEON,Otorgado,C.Exp.Directa,02,5221,CBN,2.786,C,D
2ª DEMASÍA A 2ª AMPLIACIÓN A VICTORINA,CARBONES SAN ANTONIO S.L,LEON,Caducado,C.Exp.Directa,02,6050,CBN,11.0465,C,D
2ª DEMASÍA A AGUINALDO,"SERV Y ACT MINERAS, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,5454,HUL,3.0,H,D
2ª DEMASÍA A BELFORT,"COMPAÑÍA ANDALUZA DE MINAS, S.A.",GRANADA,Otorgado,C.Exp.Directa,00,24981,FE,1.4,H,C
2ª DEMASIA A ERNESTINA,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,02,12807,CBN,42.7694,H,D
2ª DEMASIA A ESTRELLA,HULLERAS DE SABERO Y ANEXAS S.A,LEON,Otorgado,C.Exp.Derivada,00,7670,,1.5951,H,D
2ª DEMASIA A HUPRASA,CASTELLANO LEONESA DE MINAS S.A ( CASELMINAS ),LEON,Caducado,C.Exp.Derivada,02,13405,CBN,102.6134,H,D
2ª DEMASIA A JULIN,LEONESA DE INVESTIGACIONES Y EXPLOTACIONES MINERAS,LEON,Caducado,C.Exp.Derivada,02,9141,CBN,23.681,H,D
2ª DEMASÍA A LABRADORA,"ERCROS, S.A.",CACERES,Otorgado,C.Exp.Derivada,00,5770,FOS,12.19,H,C
2ª DEMASIA A MARIA LUZ,INVESTIGACIONES DENUNCIAS Y EXPLOTACIONES,LEON,Otorgado,C.Exp.Derivada,02,9464,CBN,136.9781,H,D
2ª DEMASIA A PARISITO,"EXCAVACIONES UCEDIÑOS, S. L.",LEON,Trámite/otorgamiento,C.Exp.Directa,02,9456,PIZ,9.7397,C,C
2ª DEMASÍA A SAN EUGENIO,"ERCROS, S.A.",CACERES,Otorgado,C.Exp.Derivada,00,855,FOS,0.27,H,C
2ª DEMASÍA A SAN SALVADOR,"ERCROS, S.A.",CACERES,Otorgado,C.Exp.Derivada,00,5769,FOS,3.43,H,C
2ª DEMASÍA A SANTA BÁRBARA,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,4823,CU,0.85,H,C
2ª DEMASÍA A SANTA LUISA,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,5036,"ZN , AU , CU , AG",0.9,H,C
2ª DEMASIA A SILVAN A,CANTERAS PADESA SL,LEON,Otorgado,C.Exp.Directa,02,13709,PIZ,31.7373,H,C
2ª DEMASIA A SILVAN C,CANTERAS PADESA SL,LEON,Otorgado,C.Exp.Directa,04,13709,PIZ,79.2412,C,C
2ª DEMASIA A SOFIA,"MINAS DE SAN CEBRIAN, S.A.",PALENCIA,Caducado,C.Exp.Directa,00,511,,7.8421,H,D
2ª GLORIA,"PETRA VIZCAÍNO MARÍN, MANUELA VIZCAÍNO VIZCAÍNO, FRANCISCO VIZCAÍNO VIZCAÍNO",HUELVA,Otorgado,C.Exp.Directa,00,7761,FE,10.0,H,C
2ª OLIVARGAS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,4724,"PIT, FE",6.0,H,C
2ª PRECAUCIÓN,"COMPAÑÍA DE RÍO TINTO LIMITADA, MINAS DE RÍO TINTO, S.A., RÍO TINTO PATIÑO S.A.",HUELVA,Otorgado,C.Exp.Directa,00,4863,CU,12.0,H,C
2ª PRECAUCIÓN,"MINAS DE RÍO TINTO, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,11101,FE,203.0,H,C
2ª SAN BARTOLOMÉ,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,11400,FE,12.0,H,C
2ª SAN BERNABÉ,SOCIEDAD ANÓNIMA MINERA LA HISPALENSE,HUELVA,Otorgado,C.Exp.Directa,00,4795,CU,12.0,H,C
2ª SAN FERNANDO,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,5217,"ZN , AU , CU , AG",4.0,H,C
2DSIA.AMP.ESTA ES LA MIA,,CANTABRIA,Caducado,C.Exp.Directa,01,15125,LIN,4.3,H,D
2º AMPLIACION A LA TORRETA,"SEVILLAS Y MUÑOZ, S.L.",ALBACETE,Trámite/decl-recurso,Sec. A),01,640,BLS,10.49,H,A
2º CANTERA LA CRUZ DEL HELADO,"ÁRIDOS Y HORMIGONES SÁNCHEZ DE LA CRUZ, S.L.",ALBACETE,Trámite/decl-recurso,Sec. A),00,727,ARI,13.42,H,A
2º CUCHILLAREJOS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,10919,"MN , FE",79.0,H,C
2º DEMASIA A SILVAN B,CANTERAS PADESA SL,LEON,Otorgado,C.Exp.Directa,03,13709,PIZ,49.0493,C,C
2º HERRERITOS,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,10824,"ZN , AU , CU , AG",21.0,H,C
2º OLVIDO,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,3664,CU,7.1,H,C
2º SAN PABLO,"MINAS DE AGUAS TEÑIDAS, S.A.U.",HUELVA,Otorgado,C.Exp.Directa,00,10846,"ZN , AU , CU , AG",20.0,H,C
3 AMP A FELISA,,LEON,Otorgado,C.Exp.Derivada,00,7991,CBN,19.0109,H,D
3 AMP A LA AMERICANA,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",LEON,Caducado,C.Exp.Derivada,00,12685,,632.5684,H,C
3 AMP A MI CHATA,ANTRACITAS DE MATARROSA S.A,LEON,Otorgado,C.Exp.Derivada,00,7012,CBN,2.0019,H,D
3 AMP A NEUTRALIDAD 3,"JUAN BAUTISTA , GARCIA  LOSA",LEON,Otorgado,C.Exp.Derivada,00,8803,CBN,89.099,H,D
3 AMP A VICTORIA,"GRUPO MINERO VICTORIA, S.A.",MURCIA,Caducado,P.Investigación,00,21142,FE,3580.0,H,C
3 AMP A WAGNER 5,INTAUXMA S.A.,LEON,Otorgado,C.Exp.Derivada,00,1566,,48.0701,H,C
3 AMP.A MARIA DOLORES,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,10425,CBN,4.0032,H,D
3 AMPL.MINERALES DEL NARCEA 2F,Caolines de la Espina S.L.,ASTURIAS,Otorgado,C.Exp.Derivada,20,28090,CAN,237.0,H,D
3 AMPLIACION A MERCEDES SEGUND,Hierros y Manganesos S.A.,ASTURIAS,Otorgado,C.Exp.Derivada,00,28128,CAN,500.0,H,C
3 AMPLIACION A NUEVA PERDIZ,"Caolines de Merillés S.L., A. DE LA SERNA Y CÍA S.A.",ASTURIAS,Otorgado,C.Exp.Derivada,00,29682,CAN,49.0,H,C
3 AMPLIACION A NUEVA PERDIZ 2F,"Caolines de Merillés S.L., A. DE LA SERNA Y CÍA S.A.",ASTURIAS,Otorgado,C.Exp.Derivada,20,29682,CAN,31.0,H,C
3 ASUNCION,ALTO BIERZO S.A,LEON,Otorgado,C.Exp.Derivada,00,9815,CBN,20.0167,H,D
3 CESAREA PALOMO,MINAS DE VALDESAMARIO S.L,LEON,Caducado,C.Exp.Derivada,00,10692,CBN,123.0924,H,D
